carat,cut,color,clarity,depth_pctg,table,price,length,width,depth
0.52,Ideal,D,VS1,62.1,57.0,1914,5.13,5.2,3.21
1.01,Premium,D,SI1,61.7,59.0,5210,6.4,6.43,3.96
0.83,Very Good,I,VS2,62.0,55.0,2915,6.03,6.06,3.74
0.34,Ideal,D,VS2,61.3,57.0,1033,4.5,4.47,2.75
0.33,Ideal,F,VVS1,61.1,55.0,854,4.48,4.52,2.75
1.2,Good,I,SI1,64.4,61.0,5458,6.52,6.59,4.22
0.8,Ideal,D,SI2,61.9,54.0,3682,5.98,5.96,3.7
0.56,Very Good,E,VS1,61.9,57.0,2037,5.29,5.31,3.28
0.96,Fair,F,SI2,68.2,61.0,2867,6.07,5.88,4.1
1.2,Good,J,VS2,63.7,56.0,5053,6.67,6.62,4.23
0.35,Ideal,F,VS2,61.4,54.0,706,4.54,4.58,2.8
0.3,Very Good,H,VS1,62.9,54.0,526,4.28,4.31,2.7
0.35,Premium,H,SI2,61.6,58.0,441,4.49,4.54,2.78
0.56,Ideal,G,VS2,61.7,56.0,1580,5.3,5.34,3.28
0.7,Ideal,F,SI2,62.1,57.0,2398,5.65,5.69,3.52
0.91,Premium,D,SI2,62.2,59.0,4051,6.23,6.19,3.86
0.55,Very Good,E,VVS2,60.8,55.0,2238,5.26,5.33,3.22
0.3,Premium,E,VS2,60.7,59.0,658,4.3,4.33,2.62
0.51,Ideal,D,VS2,62.3,55.0,1787,5.12,5.19,3.21
0.54,Very Good,I,SI1,61.3,60.0,1079,5.2,5.24,3.2
0.38,Good,E,VS2,63.2,57.0,693,4.59,4.62,2.91
1.03,Premium,H,VS1,61.2,58.0,5849,6.55,6.52,4.0
0.43,Good,E,SI2,63.4,57.0,669,4.77,4.82,3.04
0.3,Good,D,VS2,63.5,53.0,616,4.3,4.33,2.74
1.24,Premium,H,VS1,61.2,59.0,7493,6.94,6.91,4.24
0.32,Premium,E,SI1,62.2,58.0,720,4.39,4.36,2.72
0.8,Ideal,I,VS2,62.6,54.0,2694,5.93,5.96,3.72
0.72,Premium,D,VS1,62.7,58.0,2900,5.68,5.65,3.55
1.02,Good,G,VS1,64.3,57.0,6059,6.34,6.28,4.06
0.9,Very Good,I,VS2,62.3,64.0,3605,6.1,6.13,3.81
0.51,Ideal,F,SI1,62.9,56.0,1406,5.1,5.05,3.19
0.51,Ideal,I,VS2,62.1,54.0,1131,5.12,5.16,3.19
0.72,Very Good,G,VS1,60.0,59.0,2671,5.8,5.84,3.49
0.57,Ideal,F,SI1,61.6,56.0,1299,5.33,5.36,3.29
0.39,Good,F,VS2,64.3,55.0,681,4.56,4.64,2.96
0.32,Very Good,H,VS1,63.0,57.0,561,4.37,4.39,2.76
1.25,Premium,J,VS1,60.9,59.0,5156,6.9,6.92,4.21
0.4,Very Good,E,SI1,63.5,57.0,882,4.72,4.7,2.99
0.73,Very Good,D,VS1,62.2,56.0,3856,5.72,5.75,3.57
1.02,Ideal,F,VS2,62.7,57.0,6614,6.44,6.47,4.05
1.24,Ideal,J,SI1,61.8,57.0,4875,6.92,6.86,4.26
0.3,Very Good,H,VVS2,63.0,56.0,581,4.24,4.27,2.68
0.33,Premium,I,VVS2,61.5,58.0,743,4.45,4.43,2.73
0.9,Very Good,F,SI1,62.8,56.0,3842,6.11,6.15,3.85
1.17,Good,I,SI1,60.0,64.0,4586,6.91,6.83,4.12
1.19,Very Good,G,VVS2,61.8,59.0,8689,6.75,6.77,4.18
1.2,Ideal,E,VS2,61.3,56.0,10214,6.89,6.84,4.21
1.13,Very Good,G,VS1,60.7,57.0,7815,6.68,6.72,4.07
0.4,Very Good,H,VVS2,59.7,57.0,882,4.83,4.85,2.89
0.32,Premium,E,VS2,61.2,59.0,900,4.43,4.4,2.7
0.42,Good,G,VVS1,63.6,55.0,1179,4.75,4.78,3.03
0.31,Very Good,G,VVS1,63.0,58.0,816,4.29,4.32,2.71
0.48,Ideal,F,VVS1,62.0,55.0,1926,4.99,5.04,3.11
0.91,Premium,H,SI1,60.9,58.0,3414,6.26,6.22,3.8
1.33,Ideal,I,VS2,62.5,54.0,7186,7.02,7.05,4.4
0.51,Premium,G,SI1,62.4,58.0,1220,5.07,5.13,3.18
1.03,Ideal,H,SI1,61.1,56.0,5418,6.5,6.53,3.98
0.48,Very Good,F,VS2,62.6,55.0,1311,5.0,5.07,3.15
1.0,Premium,I,VS1,60.3,62.0,3763,6.46,6.41,3.88
0.42,Premium,G,VS1,62.5,59.0,984,4.79,4.72,2.97
0.72,Ideal,G,VVS2,62.6,56.0,3179,5.7,5.74,3.58
0.55,Ideal,G,VS2,62.4,56.0,1448,5.23,5.25,3.27
1.5,Ideal,G,SI1,61.7,56.0,10219,7.36,7.32,4.53
0.51,Ideal,H,VS1,61.2,55.0,1780,5.17,5.19,3.17
0.41,Very Good,E,VS1,62.8,60.0,834,4.72,4.77,2.98
0.32,Ideal,D,SI1,62.0,55.0,589,4.37,4.47,2.74
1.05,Good,E,SI1,64.2,61.0,4878,6.33,6.41,4.09
1.31,Ideal,H,VS1,61.5,55.0,8429,7.02,7.05,4.33
1.13,Ideal,D,SI1,61.4,56.0,7066,6.69,6.74,4.12
0.39,Very Good,G,VS2,60.4,61.0,734,4.71,4.73,2.85
1.01,Premium,E,SI2,59.5,59.0,4751,6.58,6.54,3.9
0.31,Ideal,F,VS2,60.8,57.0,749,4.41,4.38,2.67
1.08,Premium,F,SI1,62.1,58.0,4864,6.57,6.61,4.09
1.02,Premium,D,VS1,60.3,58.0,8181,6.57,6.49,3.94
0.33,Premium,E,SI1,60.7,57.0,743,4.47,4.43,2.7
0.34,Very Good,E,SI2,63.1,56.0,571,4.51,4.46,2.83
2.51,Very Good,J,SI1,63.8,55.0,16842,8.51,8.6,5.46
0.54,Ideal,G,VVS2,61.8,56.0,1985,5.23,5.25,3.24
1.7,Ideal,G,VS1,62.9,57.0,13605,7.59,7.52,4.75
0.83,Ideal,H,SI2,62.3,54.0,2565,6.04,6.07,3.77
0.7,Very Good,E,VS1,61.1,55.0,3061,5.72,5.77,3.51
0.44,Very Good,G,SI1,61.6,61.0,772,4.83,4.88,2.99
1.8,Ideal,F,SI1,61.8,57.0,16513,7.83,7.79,4.83
0.38,Ideal,F,SI2,60.9,56.0,568,4.69,4.74,2.87
0.24,Good,E,VVS1,63.8,56.0,499,3.95,3.98,2.53
0.7,Very Good,E,VS2,62.6,60.0,2765,5.62,5.65,3.53
0.51,Ideal,G,VS1,61.6,56.0,1662,5.18,5.15,3.18
0.52,Ideal,E,SI1,61.0,55.0,1586,5.19,5.23,3.18
0.58,Ideal,H,VS1,62.3,57.0,1764,5.33,5.36,3.33
0.26,Very Good,F,VVS2,62.6,56.0,657,4.09,4.11,2.56
1.03,Ideal,I,SI1,63.3,57.0,4401,6.37,6.46,4.06
0.67,Very Good,G,VS2,61.7,59.7,2131,5.56,5.61,3.45
0.31,Ideal,E,VS2,62.0,56.0,756,4.38,4.36,2.71
0.4,Very Good,D,VS2,63.6,55.0,850,4.68,4.72,2.99
0.91,Very Good,F,SI2,60.6,56.0,4081,6.27,6.3,3.81
1.6,Ideal,I,SI1,62.0,55.0,9376,7.53,7.59,4.69
0.34,Very Good,G,SI1,61.5,56.0,507,4.45,4.52,2.76
0.71,Ideal,D,SI2,61.0,56.0,2505,5.77,5.8,3.53
0.93,Ideal,F,SI2,59.5,57.0,3828,6.37,6.33,3.78
1.08,Very Good,J,SI2,62.5,60.0,4152,6.51,6.57,4.09
1.17,Very Good,G,VS2,63.2,57.0,7076,6.73,6.71,4.25
1.1,Very Good,I,VS2,61.8,58.0,5524,6.59,6.62,4.08
1.36,Ideal,F,VS1,61.4,57.0,11132,7.25,7.09,4.4
0.33,Ideal,E,SI1,61.2,56.0,702,4.46,4.49,2.74
0.44,Premium,D,SI1,61.9,59.0,1089,4.9,4.86,3.02
0.56,Very Good,E,VVS2,62.6,57.0,2100,5.25,5.23,3.28
0.3,Ideal,F,SI1,62.0,55.1,499,4.29,4.32,2.67
0.31,Ideal,H,SI1,61.3,57.0,421,4.36,4.38,2.68
0.42,Premium,G,VS1,59.4,59.0,984,4.9,4.86,2.9
1.12,Ideal,G,SI2,62.4,56.0,4798,6.67,6.63,4.15
0.82,Very Good,I,VS1,63.6,58.9,2583,5.88,5.93,3.76
0.7,Ideal,I,VS2,62.2,55.0,2232,5.66,5.69,3.53
0.29,Fair,D,VS2,64.7,62.0,592,4.14,4.11,2.67
1.62,Ideal,I,VS1,60.8,56.0,11152,7.56,7.61,4.62
0.9,Premium,E,SI1,59.8,55.0,4385,6.34,6.3,3.78
1.08,Fair,E,SI1,53.8,63.0,4790,6.99,6.81,3.71
1.25,Premium,G,VVS1,58.2,61.0,8281,7.1,7.05,4.12
0.31,Ideal,D,SI1,61.2,55.0,732,4.49,4.37,2.71
0.4,Premium,E,SI1,62.9,58.0,907,4.74,4.71,2.97
0.35,Ideal,F,VVS1,61.8,54.0,945,4.53,4.56,2.81
2.48,Very Good,F,SI2,63.4,56.0,18692,8.64,8.55,5.45
1.21,Ideal,G,VS1,61.1,58.0,8699,6.9,6.87,4.21
0.24,Premium,E,VVS1,60.3,61.0,668,4.06,4.03,2.44
0.31,Premium,G,IF,61.0,59.0,924,4.33,4.36,2.65
2.06,Premium,H,SI1,62.4,59.0,14863,8.11,8.07,5.05
1.13,Ideal,F,SI2,61.8,56.0,4984,6.69,6.73,4.15
0.8,Very Good,F,SI2,61.5,56.0,2652,5.93,5.98,3.66
1.1,Premium,H,VS2,62.5,58.0,5729,6.59,6.54,4.1
0.63,Ideal,G,VS2,61.9,58.0,2320,5.48,5.51,3.4
0.5,Ideal,G,VS2,62.0,56.0,1449,5.09,5.11,3.16
0.54,Ideal,F,VVS2,60.7,56.0,2582,5.27,5.3,3.21
1.0,Premium,G,VS1,62.4,62.0,6290,6.37,6.33,3.96
1.21,Premium,J,SI2,60.8,58.0,3984,6.93,6.88,4.19
1.5,Very Good,H,VVS2,62.9,59.0,11748,7.26,7.31,4.58
1.02,Ideal,J,VS2,62.0,56.0,4485,6.42,6.45,3.99
1.2,Very Good,F,VS1,62.6,59.0,8983,6.64,6.71,4.18
1.19,Premium,H,SI1,61.4,58.0,5595,6.79,6.83,4.18
0.57,Ideal,H,SI1,61.8,54.0,1292,5.35,5.37,3.31
0.81,Premium,H,VS2,58.0,59.0,2795,6.17,6.13,3.57
0.7,Fair,I,I1,68.6,57.0,1147,5.46,5.34,3.71
0.7,Very Good,D,VVS2,62.8,60.0,4022,5.65,5.69,3.56
0.9,Very Good,E,SI1,62.3,61.0,3868,6.12,6.17,3.83
1.13,Ideal,G,SI1,62.0,55.0,6133,6.68,6.71,4.15
0.5,Premium,I,VVS1,58.2,62.0,1415,5.25,5.19,3.04
2.04,Very Good,H,SI1,63.0,58.0,17952,8.03,8.1,5.08
1.03,Premium,G,SI1,59.5,60.0,5791,6.6,6.54,3.91
0.32,Very Good,H,VS1,58.9,63.0,624,4.46,4.4,2.61
0.73,Ideal,G,SI1,62.3,54.0,2321,5.81,5.78,3.61
0.51,Ideal,E,VS2,61.5,58.0,1605,5.12,5.15,3.16
2.03,Premium,G,SI1,61.9,59.0,15322,8.14,8.09,5.02
0.7,Very Good,I,VVS2,63.4,59.0,2415,5.6,5.57,3.54
0.27,Ideal,F,IF,63.0,55.0,760,4.13,4.16,2.61
0.41,Ideal,E,VS1,61.3,55.0,990,4.8,4.83,2.95
0.3,Very Good,E,VVS2,61.4,60.0,789,4.25,4.28,2.62
0.32,Premium,G,VS2,62.3,60.0,561,4.37,4.4,2.73
0.31,Good,H,VS2,63.2,58.0,489,4.31,4.33,2.73
0.35,Premium,E,SI1,62.9,58.0,788,4.52,4.48,2.83
0.35,Ideal,I,VVS2,61.5,55.0,598,4.56,4.58,2.81
0.76,Ideal,J,VS2,61.7,56.0,2026,5.85,5.88,3.62
1.56,Premium,E,VS2,61.5,58.0,12156,7.47,7.43,4.58
0.41,Very Good,D,SI1,63.3,55.0,947,4.77,4.74,3.01
1.29,Ideal,D,I1,61.3,56.0,5065,6.99,7.05,4.3
0.32,Ideal,G,VS2,61.4,56.0,720,4.39,4.37,2.69
1.15,Premium,H,SI2,61.6,60.0,4830,6.75,6.72,4.15
0.34,Premium,E,SI1,60.7,60.0,765,4.51,4.48,2.73
0.34,Ideal,F,VVS1,62.9,56.0,935,4.45,4.48,2.81
0.31,Ideal,E,VVS1,59.7,60.0,853,4.41,4.43,2.64
0.43,Ideal,H,SI1,62.1,57.0,669,4.77,4.83,2.98
2.03,Very Good,I,SI2,62.8,60.0,13063,7.99,8.05,5.04
0.77,Very Good,G,VS2,61.3,60.0,2896,5.81,5.91,3.59
0.35,Premium,H,VVS2,62.5,58.0,906,4.51,4.48,2.81
0.53,Ideal,D,SI1,60.4,57.0,2021,5.28,5.31,3.2
0.41,Ideal,I,VS1,61.9,55.0,685,4.78,4.82,2.97
0.77,Very Good,D,VS2,61.2,59.0,3489,5.86,5.91,3.6
1.2,Ideal,J,VS2,61.8,55.0,5318,6.84,6.86,4.23
0.73,Premium,E,SI2,61.8,58.0,2278,5.76,5.71,3.54
0.39,Ideal,J,VS2,61.4,57.0,746,4.72,4.66,2.88
0.79,Very Good,H,SI1,63.4,57.0,2649,5.86,5.9,3.73
2.13,Ideal,I,SI2,62.0,55.0,15718,8.25,8.27,5.12
0.9,Very Good,F,SI2,62.6,56.0,3368,6.13,6.17,3.85
0.35,Ideal,G,VS2,62.5,53.0,615,4.53,4.56,2.84
0.32,Ideal,D,VVS1,61.3,57.0,1067,4.39,4.42,2.7
0.7,Premium,G,SI2,62.0,59.0,1966,5.62,5.58,3.47
0.33,Ideal,F,VS2,61.9,55.0,854,4.46,4.43,2.75
0.3,Premium,F,SI2,61.3,58.0,506,4.33,4.28,2.64
0.73,Very Good,G,SI2,62.6,56.0,1986,5.77,5.79,3.62
0.9,Very Good,I,VS1,63.3,58.0,3656,6.07,6.1,3.85
0.71,Ideal,G,VS1,61.6,55.0,3431,5.71,5.75,3.53
0.56,Ideal,F,VVS2,62.2,54.3,2260,5.26,5.29,3.28
0.5,Ideal,I,SI1,62.3,56.0,1076,5.04,5.08,3.15
0.35,Premium,F,SI1,62.3,58.0,583,4.49,4.53,2.81
0.75,Premium,F,SI2,60.5,58.0,2394,5.91,5.86,3.56
2.05,Good,G,I1,56.9,58.0,7026,8.46,8.3,4.77
1.0,Very Good,G,VS2,62.7,59.0,6208,6.32,6.38,3.98
1.16,Ideal,G,VS2,61.7,57.0,7243,6.8,6.72,4.17
2.01,Fair,G,SI2,65.9,57.0,10887,7.85,7.78,5.15
1.21,Ideal,I,VS1,60.5,58.0,6292,6.95,6.89,4.19
0.31,Ideal,H,IF,62.1,54.0,816,4.33,4.37,2.7
1.01,Very Good,G,VS2,59.2,59.0,5999,6.52,6.59,3.88
0.71,Very Good,G,VS1,63.5,56.0,2368,5.67,5.63,3.59
0.43,Ideal,E,SI1,61.5,56.0,1016,4.9,4.85,3.0
1.11,Ideal,I,SI1,62.2,54.0,5006,6.64,6.68,4.14
0.42,Ideal,E,VS2,61.8,57.0,958,4.77,4.81,2.96
1.01,Good,F,SI2,61.5,62.0,4302,6.41,6.46,3.96
1.02,Premium,G,VS2,62.9,58.0,5593,6.41,6.37,4.02
0.24,Very Good,E,VVS2,64.4,53.0,485,3.92,3.94,2.53
1.46,Premium,G,VS1,62.3,58.0,12151,7.2,7.25,4.5
0.5,Good,F,VS2,60.9,64.0,1409,5.12,5.1,3.11
0.34,Ideal,F,VVS1,61.6,56.0,1174,4.5,4.53,2.78
1.52,Premium,I,VS2,62.6,59.0,9108,7.34,7.19,4.55
0.51,Good,D,SI2,64.2,56.0,1232,5.05,5.02,3.23
0.74,Ideal,F,VS1,61.9,54.0,3590,5.78,5.82,3.59
0.3,Premium,H,VS2,62.3,58.0,608,4.33,4.31,2.69
0.5,Ideal,F,VS1,62.0,55.1,1679,5.05,5.11,3.16
1.02,Premium,F,SI2,61.1,59.0,4459,6.41,6.45,3.93
0.42,Ideal,G,VS1,62.5,54.0,921,4.79,4.84,3.01
0.56,Ideal,G,VS2,61.7,56.0,1698,5.34,5.3,3.28
1.01,Premium,H,SI2,62.3,60.0,3782,6.39,6.32,3.96
2.02,Good,I,VS1,65.5,57.0,15765,7.88,7.96,5.19
0.3,Ideal,D,VS1,61.0,57.0,761,4.3,4.33,2.63
0.9,Premium,J,SI1,60.9,61.0,2873,6.26,6.22,3.8
0.5,Premium,E,VS1,62.4,59.0,1675,5.06,5.1,3.17
1.21,Premium,I,SI1,61.7,56.0,6098,6.87,6.82,4.22
1.26,Ideal,D,SI2,61.6,56.0,5412,6.99,6.95,4.3
0.8,Fair,E,SI1,56.3,63.0,2885,6.22,6.14,3.48
0.58,Ideal,F,VS1,61.9,54.0,1865,5.37,5.33,3.31
1.21,Premium,G,VVS2,59.6,60.0,9370,6.89,6.91,4.11
0.34,Ideal,E,VS2,62.2,57.0,829,4.46,4.42,2.76
1.31,Very Good,G,SI2,62.2,58.0,7107,7.05,6.98,4.36
2.06,Premium,G,SI2,62.7,58.0,17650,8.12,8.09,5.08
0.37,Ideal,G,IF,62.1,55.0,1056,4.6,4.64,2.87
1.0,Very Good,I,SI1,59.3,63.0,3360,6.52,6.47,3.85
1.54,Very Good,D,SI1,63.0,59.0,13196,7.31,7.35,4.62
0.7,Very Good,I,VS2,64.2,55.0,2034,5.57,5.61,3.59
0.41,Premium,H,SI1,61.4,60.0,876,4.78,4.73,2.92
0.53,Ideal,D,VS2,60.6,57.0,1857,5.24,5.28,3.19
0.41,Ideal,F,VS1,61.9,57.0,1076,4.77,4.73,2.94
1.01,Good,H,SI1,60.3,64.0,4320,6.52,6.49,3.92
1.0,Good,G,SI2,64.2,57.0,3906,6.25,6.27,4.02
0.34,Ideal,E,VVS1,61.1,56.0,1208,4.52,4.55,2.77
1.54,Ideal,G,VS2,62.0,55.6,13110,7.35,7.44,4.59
0.38,Ideal,G,VS2,62.2,56.0,983,4.64,4.62,2.88
0.33,Ideal,F,IF,60.8,55.0,1240,4.49,4.53,2.74
0.62,Ideal,E,SI1,61.7,54.0,2054,5.53,5.49,3.4
1.0,Premium,D,SI1,62.3,60.0,4469,6.23,6.19,3.87
0.8,Ideal,G,VVS2,61.5,55.0,4740,5.95,5.99,3.68
0.52,Premium,G,SI2,59.2,60.0,1121,5.29,5.21,3.11
0.9,Good,D,SI2,63.8,58.0,3740,6.13,6.09,3.9
1.01,Very Good,F,VS1,62.9,58.0,7455,6.29,6.31,3.96
1.14,Very Good,G,VS1,63.4,58.0,7171,6.67,6.61,4.21
0.32,Ideal,H,VS1,61.4,55.0,580,4.43,4.49,2.74
0.7,Very Good,H,VS1,60.3,63.0,2279,5.73,5.77,3.47
1.04,Premium,G,SI2,60.9,58.0,4277,6.58,6.52,3.99
1.13,Premium,H,SI1,62.1,58.0,4689,6.7,6.66,4.15
0.37,Ideal,D,VS2,61.3,56.0,1124,4.64,4.6,2.83
1.73,Premium,I,SI2,62.0,60.0,9207,7.67,7.63,4.74
0.38,Ideal,H,VS2,61.9,56.0,680,4.63,4.68,2.88
2.01,Premium,H,SI1,61.5,53.0,16733,8.13,8.03,4.97
1.01,Ideal,F,SI1,62.0,54.0,5527,6.41,6.49,4.0
0.71,Ideal,G,VS2,61.8,56.0,3299,5.68,5.72,3.52
0.7,Premium,G,VVS2,61.8,58.0,2874,5.67,5.63,3.49
1.5,Premium,E,SI2,61.5,60.0,7182,7.29,7.22,4.46
0.2,Premium,D,VS2,61.7,60.0,367,3.77,3.72,2.31
1.06,Ideal,G,VVS1,61.6,57.0,8488,6.53,6.55,4.03
0.52,Ideal,I,SI2,61.9,55.0,1125,5.17,5.23,3.22
0.3,Ideal,F,VS2,61.6,56.0,573,4.3,4.33,2.66
1.0,Ideal,H,SI2,62.6,56.0,4256,6.38,6.34,3.98
0.38,Ideal,G,VS2,61.5,57.0,840,4.66,4.68,2.87
1.58,Premium,H,SI1,61.5,59.0,10738,7.47,7.45,4.59
0.41,Ideal,F,VVS1,61.6,55.0,1196,4.79,4.82,2.96
0.9,Good,D,VS2,62.6,65.0,4334,6.1,6.04,3.8
1.12,Premium,G,SI2,61.2,58.0,4084,6.67,6.69,4.09
0.31,Premium,G,IF,61.7,54.0,988,4.36,4.33,2.68
0.3,Premium,I,VVS2,61.9,61.0,675,4.32,4.28,2.66
0.51,Ideal,E,VS2,61.6,56.3,1656,5.14,5.15,3.16
1.51,Very Good,G,VS2,63.1,56.0,12551,7.33,7.29,4.61
0.31,Ideal,D,VS1,60.6,57.0,713,4.36,4.39,2.65
0.72,Ideal,G,SI1,63.0,56.0,2385,5.71,5.68,3.59
0.32,Premium,G,VS1,61.0,59.0,828,4.43,4.39,2.69
0.4,Premium,D,SI2,62.1,60.0,855,4.75,4.69,2.93
1.4,Premium,I,VS1,61.6,59.0,7722,7.22,7.17,4.43
0.35,Ideal,G,VS1,60.5,57.0,706,4.55,4.58,2.76
1.63,Very Good,E,VS2,61.8,58.0,13555,7.49,7.57,4.65
0.9,Very Good,E,VS2,59.1,62.0,4580,6.24,6.28,3.7
0.41,Premium,I,VVS1,61.5,59.0,1107,4.81,4.75,2.94
0.71,Good,I,SI1,59.9,65.0,2165,5.71,5.74,3.43
0.32,Premium,J,VS2,61.9,58.0,393,4.35,4.38,2.7
0.3,Premium,G,VVS2,62.8,60.0,878,4.28,4.25,2.68
1.17,Ideal,F,VS1,62.2,56.0,8648,6.74,6.77,4.2
0.72,Very Good,G,VVS2,62.5,58.0,2889,5.68,5.72,3.56
2.28,Good,J,SI1,63.7,55.0,14350,8.35,8.28,5.3
0.54,Good,G,SI1,63.2,56.0,1292,5.16,5.19,3.27
0.3,Very Good,H,VVS2,63.4,57.0,776,4.24,4.21,2.68
0.73,Ideal,G,SI1,61.9,55.0,3089,5.76,5.8,3.58
0.4,Premium,G,VS2,60.4,58.0,753,4.75,4.78,2.88
1.06,Ideal,F,SI1,61.9,57.0,5834,6.57,6.54,4.06
0.32,Ideal,H,VS2,63.0,57.0,648,4.38,4.35,2.75
1.01,Good,H,SI1,59.5,62.0,5197,6.49,6.55,3.88
0.75,Ideal,D,VS2,62.4,55.0,3456,5.83,5.8,3.63
0.34,Ideal,F,VS2,62.5,55.0,686,4.48,4.51,2.81
0.35,Ideal,F,VS2,61.4,54.0,906,4.58,4.54,2.8
1.51,Premium,J,VS1,62.1,58.0,8371,7.36,7.4,4.58
0.3,Very Good,G,VS2,60.8,61.0,526,4.31,4.34,2.63
0.25,Very Good,F,VVS2,61.8,58.0,575,4.05,4.07,2.51
1.24,Premium,F,VS1,61.5,57.0,9333,6.97,6.86,4.25
0.83,Good,G,VS2,63.7,60.9,3195,5.84,5.92,3.75
1.51,Ideal,E,SI2,60.5,57.0,10935,7.38,7.42,4.48
1.5,Premium,H,SI1,61.4,58.0,10080,7.41,7.28,4.51
1.4,Premium,J,SI1,62.9,59.0,4939,7.16,7.07,4.48
0.3,Premium,F,SI2,62.3,58.0,506,4.32,4.28,2.68
0.71,Premium,E,SI2,62.6,58.0,2450,5.7,5.67,3.56
1.22,Premium,I,VS2,59.3,59.0,6045,6.96,7.01,4.14
2.03,Ideal,I,SI1,62.6,55.0,14548,8.06,8.11,5.06
1.01,Ideal,G,SI2,59.6,57.0,4327,6.59,6.54,3.91
0.31,Ideal,I,VVS1,62.1,56.0,732,4.38,4.35,2.71
0.3,Premium,G,VS1,61.3,58.0,776,4.33,4.29,2.64
1.01,Very Good,F,SI1,62.7,56.0,5078,6.39,6.36,4.0
0.3,Premium,G,VVS1,62.1,61.0,1013,4.3,4.27,2.66
1.02,Very Good,E,I1,60.6,63.0,3199,6.52,6.46,3.93
0.31,Premium,H,VVS2,61.2,59.0,802,4.38,4.34,2.67
0.33,Ideal,G,VVS1,62.3,55.0,1114,4.46,4.43,2.77
2.2,Premium,G,SI1,60.5,55.0,18193,8.49,8.42,5.11
0.7,Very Good,G,VS1,63.2,58.0,2473,5.61,5.65,3.56
0.5,Premium,E,VS2,60.5,60.0,1699,5.13,5.09,3.09
0.5,Ideal,H,SI1,61.9,56.0,1446,5.08,5.13,3.16
0.91,Fair,D,I1,66.2,57.0,2491,6.0,5.94,3.95
0.41,Good,F,VS1,58.0,61.0,891,4.86,4.9,2.83
0.31,Ideal,H,VS2,61.5,56.0,507,4.38,4.4,2.7
0.5,Very Good,F,VVS1,63.5,60.0,1978,4.98,5.04,3.18
1.5,Ideal,H,VS1,61.2,56.0,12055,7.39,7.4,4.52
0.51,Ideal,H,IF,62.1,55.0,1905,5.14,5.2,3.21
0.5,Ideal,D,SI1,59.9,60.0,1764,5.15,5.13,3.08
0.24,Good,E,VS2,63.0,59.0,378,3.96,4.01,2.51
0.3,Ideal,E,VS2,61.6,56.0,658,4.27,4.3,2.64
0.9,Good,J,VVS2,57.4,61.0,3193,6.42,6.37,3.67
0.79,Ideal,F,SI2,61.9,55.0,2771,5.97,5.92,3.68
1.36,Very Good,H,SI2,61.5,58.0,6279,7.09,7.16,4.38
0.31,Ideal,F,VS1,61.4,55.0,821,4.39,4.4,2.7
0.34,Ideal,I,IF,61.6,54.0,695,4.5,4.53,2.78
1.14,Premium,G,SI2,60.4,59.0,4884,6.8,6.78,4.1
0.25,Very Good,D,VS1,62.1,60.0,410,4.03,4.05,2.51
0.31,Good,D,SI2,63.1,54.0,462,4.33,4.38,2.75
0.27,Ideal,G,IF,62.0,56.0,627,4.14,4.17,2.58
0.73,Very Good,D,SI1,63.6,57.0,2548,5.68,5.71,3.62
1.02,Premium,F,VS1,62.7,55.0,7677,6.43,6.37,4.01
1.51,Premium,G,SI1,62.4,62.0,10688,7.25,7.12,4.48
1.0,Very Good,F,VVS2,60.0,62.0,8553,6.43,6.46,3.87
0.43,Very Good,E,SI1,62.9,56.0,792,4.8,4.83,3.03
0.91,Ideal,E,VVS1,61.7,56.0,9636,6.18,6.23,3.83
1.68,Ideal,G,VS2,62.5,54.0,15740,7.61,7.64,4.76
0.35,Ideal,D,VS2,61.3,56.0,1063,4.56,4.54,2.79
1.34,Ideal,G,SI2,61.1,56.0,7058,7.11,7.13,4.35
0.36,Ideal,G,IF,62.2,53.0,1029,4.59,4.61,2.86
0.34,Ideal,F,SI1,61.1,56.0,537,4.52,4.55,2.77
1.09,Premium,I,SI1,62.7,60.0,3662,6.57,6.51,4.1
0.83,Premium,E,SI1,62.2,59.0,2913,6.05,5.97,3.74
1.21,Good,J,SI2,63.7,55.0,4269,6.81,6.75,4.32
0.32,Ideal,F,VS2,62.2,55.0,828,4.37,4.35,2.71
0.62,Very Good,I,VVS2,61.3,58.8,1615,5.48,5.52,3.37
0.3,Ideal,E,VS2,61.5,55.0,658,4.31,4.34,2.66
1.14,Ideal,I,SI1,61.8,57.0,4724,6.76,6.68,4.15
0.4,Premium,J,VS1,60.7,60.0,810,4.79,4.76,2.9
0.35,Very Good,D,VS1,60.8,56.0,1018,4.56,4.58,2.78
1.14,Ideal,J,SI2,61.5,57.0,4212,6.73,6.77,4.15
0.31,Premium,E,VS1,61.0,58.0,942,4.39,4.37,2.67
0.77,Ideal,H,VS2,62.4,56.0,2479,5.89,5.85,3.66
1.03,Premium,E,SI1,61.3,60.0,5101,6.53,6.51,4.0
0.56,Ideal,G,VS2,61.9,55.0,1580,5.28,5.32,3.28
1.7,Premium,I,VS2,61.2,59.0,11360,7.62,7.55,4.64
1.01,Very Good,E,VS2,63.3,56.0,6522,6.34,6.37,4.02
0.5,Good,D,VVS2,57.8,62.0,2065,5.23,5.28,3.04
0.33,Ideal,H,VVS1,62.5,56.0,901,4.44,4.42,2.77
0.3,Very Good,E,SI1,61.8,60.0,526,4.23,4.28,2.63
1.0,Ideal,D,VVS1,60.7,56.0,14498,6.47,6.54,3.95
